Timestamp,Text,Class
10/23/2020 20:39:01,"Because one believes in oneself, one doesn’t try to convince others. Because one is content with oneself, one doesn’t need others’ approval. Because one accepts oneself, the whole world accepts him or her.",Confident
10/23/2020 20:39:31,"I never had confidence – never. The hardest thing to know is your own worth, and it took me years and years to find out what mine is.",Pessimistic
10/23/2020 20:40:00,"Once we believe in ourselves, we can risk curiosity, wonder, spontaneous delight, or any experience that reveals the human spirit.",Optimistic
10/23/2020 20:40:36,You’ve got to put in the work. And you’ve got to play with confidence. You’ve got to believe in yourself.,Confident
10/23/2020 20:41:23,"Trust yourself. Create the kind of self that you will be happy to live with all your life. Make the most of yourself by fanning the tiny, inner sparks of possibility into flames of achievement. ",Optimistic
10/23/2020 20:41:59,"Don’t wait until everything is just right. It will never be perfect. There will always be challenges, obstacles and less than perfect conditions. So what. Get started now. With each step you take, you will grow stronger and stronger, more and more skilled, more and more self-confident and more and more successful.",Optimistic
10/23/2020 20:42:29,"Wouldn’t it be powerful if you fell in love with yourself so deeply that you would do just about anything if you knew it would make you happy? This is precisely how much life loves you and wants you to nurture yourself. The deeper you love yourself, the more the universe will affirm your worth. Then you can enjoy a lifelong love affair that brings you the richest fulfillment from inside out",Optimistic
10/23/2020 20:43:00,"If you are insecure, guess what? The rest of the world is, too. Do not overestimate the competition and underestimate yourself. You are better than you think.",Confident
10/29/2020 21:11:29,"The graph shows birth and death rates  starting from 1901 till 2101. Since 1901, the birth rate has remained more than the death rate until 2041. Birth rate was 20000 in 1901 and started increasing gradually. It peaked in 1961 to around 65000. From 1961, birth rate has fluctuated multiple times between 50000 and 60000. It is expected to decline for the coming years reaching approximately 42000 by 2101.",Analytical
10/29/2020 21:12:06,"On the other hand, the death rate stood at around 10000 in 1901 and then has increased steadily. It is expected to rise strikingly from 2021 before levelling off to approximately 60000 between 2061 and 2081. The graph indicates a slight decline in deaths in the year 2101.",Analytical
10/29/2020 21:12:28,"The graph shows the huge gap between birth rate and death during 1961 to 2001. However, this gap is expected to reduce in the later years. Overall, as opposed to the prevailing trends, the death rate will be more than the birth rate in the later half of the 21st century.",Analytical
10/29/2020 21:12:47,"The chart shows the number of minutes per day spent by British men and women in doing household tasks. On an average, the women spend about four hours doing household tasks whereas the men spend less than two and half hours.",Analytical
10/29/2020 21:13:07,"The tasks on which women spend more time than men include cooking, cleaning house, taking care of the children and laundry. In doing all these tasks, women spend approximately 200 minutes which is almost three times the time spent by men in these tasks. On the other hand, men spend twice the time than women in doing tasks like gardening and maintenance of odd jobs in the house.",Analytical
10/29/2020 21:13:27,"Men spend the highest time, almost 50 minutes, in gardening and petcare. While the women spend only 30 minutes for these tasks. The time spent by men in washing, ironing and sewing clothes is as low as 2 minutes per day as opposed to 25 minutes spent by women. In short, women spend far more time doing household chores than men whilst men prefer to do gardening, petcare and maintaining odd jobs.",Analytical
10/29/2020 21:14:10,The given pie chart illustrates seven different categories of households living in poverty in the UK in 2002. It is clearly evident from the pie chart that 26% of the total poverty-stricken households are those of sole parents. Single people without children account for the second highest proportion with 24%. ,Analytical
10/29/2020 21:14:44,"In contrast to couples without children that accounts for just 9%, couples with children account for 15% of the poor households. Single aged persons and aged couples proportion for 12% together for poor households.",Analytical
10/29/2020 21:15:05,"Overall, 14% of all households in the UK were living under poverty. The younger generation had a greater poor percentage than their aged counterparts. Couples without children had better economic conditions than those with children.",Analytical
10/29/2020 21:15:21,"The given table suggests the internet activities of seven age groups ranging from teens to those in their seventies for six different kinds of activities. The table shows that the younger generation is more interested in online games and news, while the older generation spends time on the internet to research and buy products.",Analytical
10/29/2020 21:15:38," It is evident from the table that teens mainly use the internet for games (as high as 81%), news and downloads and are interested in searching for people or friends or doing any product research. The middle-age group (people in 20s to 60s) is highly interested in getting news, doing product research and buying products, the percentage ranging from 70-80%.",Analytical
10/29/2020 21:15:53,The internet activity which gets the least time is searching for people. All the age groups spend less than 30% of their internet time on the same. The amount of time spent on downloads decreases with age and gets as low as 6% (for people in 70s).,Analytical
10/29/2020 21:16:10,"Overall, the table suggests that teenagers are most likely to spend time playing games and doing downloads. On the other side, older people are interested in researching and buying products. People spend the least amount of time searching for other people online.",Analytical
10/29/2020 21:16:34,"The three given pie charts depicts types of food consumption in 2008 as compared in two countries- India and China. In general, processed food is the major type of food eaten. Processed food comprises as high as 41% of the global consumption. In China and India as well, processed foods are consumed the most, the rate of consumption being 34% and 39% respectively.",Analytical
10/29/2020 21:16:51,"On an average, vegetables and fruits constitute 29% of consumption. In China, vegetables and fruits comprise 32% of food consumption which is 9% more than that of India. For Indians, animal food accounts for 27% of their diet, exceeding Chinese food consumption by a striking 12%. However, nuts and seeds comprise almost one-fifth of Chinese food habits. This is way more than the global consumption of 4% and 11% of India.",Analytical
10/29/2020 21:17:17,"Overall, world food consumption largely comprises processed food. Chinese consumption of nuts and seeds is unbelievably higher than the average percentage.",Analytical
10/29/2020 21:17:45,"The line graph depicts the estimated sales of gold in Dubai for a period of twelve months in 2002 in millions of Dirhams. In January 2002, the sales stood at 200 million Dirhams. It steadily increased through the next month and peaked to 350 million Dirhams in the third month of the year.",Analytical
10/29/2020 21:18:01,"However, the gold sales started to plummet over the next three months and hit 110 million Dirhams in the month of July. Unexpectedly, the sales doubled in August before coming down to the same level as in July for the month of September. For the next two months of the year, the gold sales levelled off to 180 million Dirhams and then slightly increased in December.",Analytical
10/29/2020 21:18:20,"Overall, the estimated gold sales fluctuated in 2002. The sales were the highest in the month of March and lowest in the months of July and September. The sales at the end of the year were almost the same as they were in the beginning of the year.",Analytical
10/29/2020 21:18:35,"Here we conclude the topic of Analytical paragraphs. As it is a new topic added to the syllabus of Class 10, students need to prepare it well.",Analytical
10/29/2020 21:19:37,"Candy, who co-chaperones the patients on their fishing trip, embodies an unhindered and natural essence that can break down the oppressive machinery of the ward.  Her presence damages what Bromden perceives as the equipment that invisibly controls the patients.",Analytical
10/29/2020 21:19:55,"When she enters the ward, Bromden imagines a “blue smoke … near the ceiling over her head;  [he thinks] the apparatus burned out all over the ward trying to adjust to her come busting in like she did” (196). Candy enters so suddenly and unexpectedly that the machinery cannot calibrate itself and, thus, burns out. ",Analytical
10/29/2020 21:20:11,"This apparatus is unable to register Candy’s free and unguarded movements because it is used to only controlling the confined men. Candy does not only disrupt the machinery, but also the nurses. She does not simply walk into the ward, but “[jounces] up the hall past the Nurses’ station, where all the nurses try to freeze her bounce with a unified icy look” (196). ",Analytical
10/29/2020 21:20:28,"Even the nurses are caught off guard by Candy’s unconstrained movements. As she jounces past them, the nurses fix her with a glare.  They work together to make her stop, to make her move uniformly and emotionlessly.  They, too, have no control over Candy.  Her free spirit prevails over the tyrannical control of the nurses and their machinery. ",Analytical
10/29/2020 21:21:43,"The belief of Mama is that due to changes in times, Walter can no longer understand the challenges and difficulties endured by his parents in ensuring that their children have a good life. Consequently, the pride his father and mother had for their family no longer exists.",Analytical
10/29/2020 21:22:15,"Alexander the Great became a successful ruler for creating long lasting impacts on cultures which continue up to this day. The creation of the Hellenistic Society is a good example of the legacy of this ruler. Hellenistic society combined the Greek, Egyptian and Persian cultures.",Analytical
10/29/2020 21:22:42,"During the remarkable time of this society, members of the society were encouraged to develop different arts and pursue education formally. New art designs, science and math that impact on the modern society emerged that time. Were it not for the success of the new culture introduced at the time of Alexander the Great, his legacy would not be as groundbreaking and memorable as it is.",Analytical
10/29/2020 21:23:00,"By merging cultures and conquering several countries, this ruler has been credited for many achievements throughout history",Analytical
10/29/2020 21:23:41,"Now a days the teenagers are more techno-savvy than the children used to be ten years back. They do not play games like Ludo, Carrom, Chess and other indoor games. 9-18 % of boys and girls in the age group of 13-19 years possess their own cell phones.",Analytical
10/29/2020 21:24:01,"In the survey conducted recently on some 2000 students of two leading schools- one government and the other a public school, the following facts were revealed. While the students from public schools spend more of their leisure time in net-surfing and talking on cell phones, the government school students spend it in watching TV and talking to their friends.",Analytical
10/29/2020 21:24:35,"Youth and peace are interlinked in society. Youth can play an important role in establishing peace in society. In a survey conducted, it has been found that number of deaths due to violence has increased enormously since the nineties. Death rate in 1000s was 2.5 in 1990. But in 2010, it has increased to 7.5. It is really very sad. It must be checked.",Analytical
10/29/2020 21:24:51,Our youth can play a major role in controlling this crime graph. They can contribute towards establishing peace in many ways. They can awaken the people towards the necessity of peace. They can help the police in catching the criminals. They can bring the criminals in the main stream by educating them and they can do much more.,Analytical
10/29/2020 21:26:14,"An analytical paragraph is a form of descriptive writing which is written on the basis of a given
chart, graph, data, outline, clues, table etc. It requires analysis and comparison of the given facts
and drawing conclusion based on the given data. ",Analytical
10/29/2020 21:26:30,"When writing an analytical paragraph, one
should remember to describe the facts in the best possible manner and cover the information
provided. The paragraph must use clear and crisp language along with providing complete details
of the data provided in the question. ",Analytical
10/29/2020 21:26:52,"The graph shows changes in the birth and death rates in New Zealand since 1901 and
forecasts trends till 2101.Between 1901 and 2041, the birth rate has been consistently higher than
the death rate. It stood at 20000 in 1901, at the start of this period and started increasing
gradually after that. It reached to its peak of around 65000 in 1961.",Analytical
10/29/2020 21:27:09,"Since then, the birth rate has
fluctuated between 50000 and 60000. It is expected to decline in the coming years, reaching
approximately 42000 by 2101.In contrast, the death rate stood at around 10000 in 1901 and has
increased steadily after that. It is expected to rise strikingly from 2021 before leveling off to
approximately 60000 between 2061 and 2081. ",Analytical
10/29/2020 21:27:32,"The graph indicates a slight decline in deaths in
the year 2101.The graph shows a huge gap between birth rate and death rate from 1961 to 2001.
However, this gap is expected to reduce in the later years. Overall, as opposed to the prevailing
trends, the death rate will be reversed and will be more than the birth rate in the later part of this
century.",Analytical
10/29/2020 21:27:56,"The chart provides information about the division of household tasks by gender in Great
Britain and the number of minutes per day spent by both males as well as females in doing
various tasks. On an average, women spend approximately four hours doing the household tasks,
whereas men spend less than two and half hours for the same. The tasks on which women spend
more time than men include cooking, cleaning the house, taking care of the children and laundry.
In doing all these tasks, women spend approximately 200 minutes which is almost three times
the time spent by men in accomplishing these tasks. ",Analytical
10/29/2020 21:28:11," On the other hand, men spend twice the time
than women in doing tasks like gardening and maintenance of odd jobs in the house. Men spend
majority of their time, almost 50 minutes, in gardening and pet care whereas women spend only
30 minutes for these tasks. The time spent by men in washing, ironing and sewing clothes is as
low as 2 minutes per day as opposed to 25 minutes spent by women. In a nutshell, women spend
far more time when it comes to doing household chores than men who prefer to do gardening,
pet care and maintenance of odd jobs.",Analytical
10/29/2020 21:28:29,"The given pie chart illustrates seven different categories of households living in poverty in
the UK in the year 2002. It is clearly evident from the pie chart that 26% of the total povertystricken households were those of sole parents who formed the majority. Single people without
children accounted for the second highest proportion of 24%. ",Analytical
10/29/2020 21:28:48,"In contrast to couples without
children who accounted for just 9%, couples with children accounted for 15% of the poor
households. Single aged persons formed 7%, whereas aged couples formed 5% of poor
households. Overall, 14% of all households in the UK were living under poverty in the year
2002. In all, the younger generation seemed to have a greater poor percentage than their aged
counterparts and couples without children had better economic conditions than those with
children.",Analytical
10/29/2020 21:29:04,"The given table suggests the internet activities of six age groups ranging from teens to those
in their seventies for six different kinds of activities on the internet. The table shows that the
younger generation is more interested in online games and news, whereas the older generation
spends time on the internet in order to research and buy products.",Analytical
10/29/2020 21:29:19,"It is evident from the table that
81% of the teens mainly use the internet for playing online games, and many are also interested
in news and downloads as well as in buying products. The middle-age group, that is, people in
the age group ranging from 20s to 60s is highly interested in getting news, doing product
research and buying products, with the percentage ranging from 70-80%. ",Analytical
10/29/2020 21:29:34,"The internet activity
which gets the least time is searching for people. All the age groups spend less than 30% of their
internet time on the same. The amount of time spent on downloads decreases with age and gets
as low as 6% for the people in 70s. Overall, the table suggests that teenagers are most likely to
spend time playing games and doing downloads. On the other hand, older people, on an average,
are interested in researching and buying products. It is also significant to note that people spend
the least amount of time when it comes to searching for other people online.",Analytical
11/3/2020 20:07:16,Action is a high road to self-confidence and self-esteem. Put all excuses aside and remember this – you are capable.,Confident
11/3/2020 20:08:04,"Self Confidence is the key to success, or we can say the first step to success. If a person has self confidence, he has won half the battle. Those people who have self confidence at work, school, and in their daily life always appear on top of world.",Confident
11/3/2020 20:08:27,"Everything seems to go right for these people and they always seem to present themselves as calm, collected and successful in everything they do. If you pay attention, you might notice that these self confident people usually are successful in every area of their lives.",Confident
11/3/2020 20:08:44,Is this because they are smarter? Or is it because they have more money? Maybe they are just lucky? The reality is that none of these things are true. Self confident people understand the impact of believing in themselves and relying on their abilities.,Confident
11/3/2020 20:08:59,"This confidence ultimately creates opportunities for success and with each new success, another self confidence building block is put into place. Success builds self confidence with each new achievement. Self confident people perceive themselves as able to achieve those things they set out to do and this perception creates reality in their lives.",Confident
11/3/2020 20:09:21,"Yes, perception creates reality. You can become the person you want to be. You have heard it said that if you can believe it you can achieve it. So, start believing in yourself, act on that belief, and you ill start building self confidence in your life. Building self confidence need certain steps to be followed.",Confident
11/3/2020 20:09:39,"Make a list of your strong points. Note down all the positive things about yourself and the things that you are good at doing. Think of compliments you have received or things that come easily to you. It doesn’t matter what it is, if it’s good, write it down.",Confident
11/3/2020 20:09:55,Choose two of those things that you want to improve in yourself. It’s important to succeed and by concentrating on the areas you are already good at you will have a better chance of becoming even surer of yourself. Remember that success builds upon success.,Confident
11/3/2020 20:10:10,"Exude confidence even if you don’t feel like it. Talk to yourself in an encouraging way and stay away from negative thoughts and people as you can. Surround yourself with positive, confident, and successful people. This will become a habit and will build confidence.",Confident
11/3/2020 20:10:30,Look at yourself in a different way than you are used to doing. It can change your life and help your confidence level to rise.  See yourself as the self confident person you want to be and before you know it you will become that person. ,Confident
11/3/2020 20:10:48,"If you have a setback, do not let it get the best of you. Remember the times when you exhibited self confidence and how good it felt and then try again and each time will help you to build confidence and confidence building will become a way of life. Success will automatically enter your life once you start believing in yourself.",Confident
11/3/2020 20:11:09,"Self Confidence is the key to success, or we can say the first step to success. If a person has self confidence, he has won half the battle. Those people who have self confidence at work, school, and in their daily life always appear on top of world. Everything seems to go right for these people and they always seem to present themselves as calm, collected and successful in everything they do.",Confident
11/3/2020 20:12:02,"Confidence. Some people are born with it, some have to work for it, and others do not know how to obtain it. It is something either one has or does not, but can always be accomplished over time. The question that many want answered it “what can I do to gain confidence?” I have learned that confidence is hard to achieve, but with friends, trust, and time it can be reached.",Confident
11/3/2020 20:12:18,"The denotation of confidence is the “belief in oneself and one’s powers or abilities.” Everybody is lacking confidence in something; not everyone is perfect. Whether it be giving a speech in front of the class, competing in a large competition, or accepting one’s appearance, people lack the confidence needed to enjoy life.",Confident
11/3/2020 20:12:36,"Helen Keller said, “Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.” This quote is absolutely true because if one does not have confidence they can never achieve or go beyond what they want to do.",Confident
11/3/2020 20:13:19,"Some people have so much confidence that they are not afraid to do anything. Others are the complete opposite, and are scared of being judged or ridiculed by others. Self-confidence cannot be taught, but is reached by the individual when they decide to believe in themselves.",Confident
11/3/2020 20:13:38,"In order to attain self-confidence, one needs to believe that they can do the task at hand. It cannot be accomplished overnight, but slowly gets stronger and stronger over a period of time. One of the major ways to obtain confidence is acting like one is confident, even when not.",Confident
11/3/2020 20:13:51,"Acting will transfer into truly being self-confident and having high self-esteem. Another way to gain confidence is by talking to others. My example of gaining confidence is a true testament that this works. Talking to people that care will lift one up by talking about one’s terrific skills, boosting confidence level immediately.",Confident
11/3/2020 20:14:09,"confidence is a characteristic that everyone struggles with at one point, but can be achieved by trusting one’s abilities and speaking with others that are supportive. Mark Twain once said, “The worst loneliness is to not be comfortable with yourself.” Being comfortable in one’s own skin is the key to achievement and enjoyment in life, so start with some confidence.",Confident
11/3/2020 20:14:40,"Confidence is a state of being clear-headed either that a hypothesis or prediction is correct or that a chosen course of action is the best or most effective. Confidence comes from a latin word fidere' which means ""to trust""; therefore, having self-confidence is having trust in one's self",Confident
11/3/2020 20:15:11,"The concept of self-confidence is commonly used as self-assurance in one's personal judgment, ability, power, etc. One's self confidence increases from experiences of having satisfactorily completed particular activities. It is a positive belief that in the future one can generally accomplish what one wishes to do.",Confident
11/3/2020 20:15:55,"Self-confidence is very useful and important to achieve goals and fulfil your wishes. Success comes to those who have a belief in their abilities. One cannot achieve his/her goal in life without self-confidence because a self-confident person is independent, eager, optimistic, loving and positive by nature.",Confident
11/3/2020 20:16:19,"There are various ways by which one can work on and improve his/her self confidence. Firstly, believe in yourself and learn to say what you feel. Most people face this problem of not saying ‘no’ to something they don’t like. It is important to say ‘no’ politely if you are not comfortable with something. Don’t feel guilty about it. There is nothing wrong with it.",Confident
11/4/2020 19:10:33,Research has shown that a person having positive mindset also has a good mental health. Hence optimists have good mental health too.,Optimistic
11/4/2020 19:12:44,"I know in my heart of hearts that our home team will win the World Series. I wish X were true. Therefore, X is true.",Optimistic
11/4/2020 19:13:05,"No, you don’t know that, and what the heck is your “heart of hearts” anyway?  This is classic wishful thinking -- wanting the home team to win so pretending that it is/has to be true.",Pessimistic
11/4/2020 19:13:22,"I believe that when we die, we are all given new, young, perfect bodies, and we spend eternity with those whom we love.  I can’t imagine the point of life if it all just ends when we die!",Optimistic
11/4/2020 19:13:44,"The fact that one doesn’t like the idea of simply not existing is not evidence for the belief.  Besides, nobody seemed to mind the eternity they didn’t exist before they were born.",Pessimistic
11/4/2020 19:14:13,"When wishful thinking is expressed as a hope, wish, or prayer and no belief is formed as a result, then it is not a fallacy because no direct or indirect argument is being made.",Analytical
11/4/2020 19:14:36,"I really hope that I don’t have to spend my eternity with my Aunt Edna, who really loved me, but she drove me nuts with her constant jabbering.",Disrespectful
11/4/2020 19:15:06,"Wishing for something to be true is a powerful technique when and only when, a) you have influence on what it is you want to be true and b) you take action to make it come true -- not just wish for it to be true.",Optimistic
11/10/2020 15:37:32,"BRUH. I bet you wish there was a ""find my phone"" for ya neck. Like nobody asks my mans here questions anymore cus he always looks like he's halfway through a shrug. To think i almost said ""necks"" and passed on this roast.",Disrespectful
11/10/2020 15:38:48,Your eyebrows are thicker than your ass. Hell yeah they are. Your head looks like it takes up 70% of your body weight. A good gust of wind could send you to the other end of town,Disrespectful
11/10/2020 15:39:27,Today’s little known fact- The Predators traveled in their space ships with prostitutes. Never seen a hairline start at the back of someone's neck before,Disrespectful
11/10/2020 15:44:16,You look like an old lesbian gym teacher that lurks around the girls locker room while they’re changing their clothes.,Disrespectful
11/10/2020 15:44:56,Looks like you've been up 3 days waiting for your guy to finally finish in your face. This guy's probably got some gnarly calluses in his throat .,Disrespectful
11/10/2020 15:46:00,"The police wouldn’t even report you as “missing”, just “finally gone”. I love how he thinks that being a dropout is going to somehow trump his arrest record later in life.",Disrespectful
11/10/2020 15:47:04,"I don't know what's worse, your hat, your shirt, that single hair bang that you have uncovered or the fact that you already can predict your own educational demise. Also, unless you have brothers, your hat is unnecessarily pluralizing ""The Bastard.""",Disrespectful
11/10/2020 15:47:45,You look like you have been trying unsuccessfully for months to contract covid. It’s fine you’ll find some work in gay twink porn.,Disrespectful
11/10/2020 15:48:31,"Wow, an 18yr old with life goals. I love that. I bet you also listen to Metallica, smoke weed in the woods behind the playground with your buddies, look at damp nude magazines that some hobo left under a rock, and talk about how much your parents suck.",Disrespectful
11/10/2020 15:50:21,"I got some math u can do, it's to find the area of your square ass head. You look like Kim Jong Un when he eventually wakes up from his coma and lost weight.",Disrespectful
11/10/2020 15:51:16,How can I be ruthless when you have a billion doppelgangers. You look like a randomized Mii. If you were a rapper your name would be Egg Foo Yuck,Disrespectful
11/10/2020 15:51:44,I’m honestly having a hard time thinking of a roast because you look like the most generic Asian man to ever walk out of tianamen square,Disrespectful
11/10/2020 15:52:13,You look like your parents forced you to study math but you wanted to learn piano; so you ended up failing at both and now live in your parents' basement.,Disrespectful
11/10/2020 15:53:02,You look like Ronald McDonald's lesbian sidekick. Rhonda Lickdonald. More like a wanna be velma dinkley.,Disrespectful
11/10/2020 15:53:34,Cat ears are appropriate for such an enormous pussy. Now THAT was a good roast! Better than 95% of the stolen dry disses on this sub.,Disrespectful
11/10/2020 15:53:59,"What do you get when you can't tell gender?

Asking yourself is it a him or a her?

All that we know: It's pathetic and gay

No male or female wants to lay..

I don't like the look of it...

Oompa, Loompa..... - You get the picture.",Disrespectful
11/10/2020 15:54:49,Are we even allowed to pile on this clusterfuck? I mean... sometimes enough is enough. You look like you were a pity purchase from the bargain bin at the orphanage.,Disrespectful
11/10/2020 15:56:02,"Dang, you are going to be one scary mom. Generous of you to think that creature could get married. Mother Nature is probably too scared lol, she gonna find away to remove it-",Disrespectful
11/10/2020 15:56:37,"Ugly shark, doo doo doo doo doo, ugly shark... Ugly shark, doo doo doo doo doo, ugly shark...Ugly shark, doo doo doo doo doo, ugly shark...",Disrespectful
11/10/2020 15:57:16,"Didn’t I see you on the wing of a plane before, you rat-faced goblin? Theirs....... Something on the wing!... SomeThing!",Disrespectful
11/10/2020 15:57:45,You look like a 800BC Arabian thief who just got back to his cave after stealing some coin and raping a mid-wife. It's 3 am and I'm trying not to wake people up but god damn I'm silently laughing my guts out,Disrespectful
11/10/2020 15:58:07,"Glad to see Silent Bob is still smiling after all that meth. Hey while you’re at it, run into Quick Stop and buy yourself a pack of gum so you can quit chewing on rocks.",Disrespectful
11/10/2020 15:58:48,"You look like the broken matchstick in the bottom of the case.
Dude holy fuck I have seen dead animals that have more personal hygiene.
I took one look I thought you had a beaver on your neck.
Those chompers are so fucked you co up ld eat and chop down trees.
I bet your lawn looks amazing the way you weed eat around the fence
Holy shit you look more busted than a Ford pinto and your skin complexion matches that of the interior.",Disrespectful
11/10/2020 15:59:21,You look like a smudge on the lens. It's good to see that the snitch from Recess hasn't changed much since he's grown up,Disrespectful
11/10/2020 16:00:41,He looks like dream catcher for gay beards. Your husband? Or your cousin?. i can smell the pile of spit cans from here,Disrespectful
11/10/2020 16:01:03,"Looks like criss Angel is trying to go undercover on a construction site. Also...Quality over quantity, your jeweler isn’t supposed to be the crane machine at Perkins.",Disrespectful
11/10/2020 16:01:34,"This guy’s got overalls and a Chevy hat, multiple rings and necklaces, and a waterproof watch on. This dude is one identity crisis away from shooting up his workplace or is so far onto the autistic spectrum I’m actually worried about how many vaccines this guy got.",Disrespectful
11/10/2020 16:02:17,The only time you ever feel included is when someone says ladies and gentlemen please stand up.,Disrespectful
11/10/2020 16:02:38,"Don’t worry girl, one day your prince will rescue you and you’ll never have to worry about a thing, other than losing the baby weight after pregnancy",Disrespectful
11/10/2020 16:03:04,Don't turn to a life of crime to make ends meet or you'll be the biggest cigarette and extra dessert Earner in the history of the Southern American prison system.,Disrespectful
11/10/2020 16:03:56,You look like you give bathrooms PTSD. The sheet he wrote on is a single square of his specially designed TP.,Disrespectful
11/10/2020 16:04:24,"You Sir, are the photo on Wikipedia when I search “Corn Fed Inbred”. That’s a clever band to keep the 3rd chin tucked",Disrespectful
11/10/2020 16:04:50,How is it possible to have a neck beard with no neck? And how is it possible I can smell this picture? and now I have to wash my phone.,Disrespectful
11/10/2020 16:05:39,You look like you yell at your mom when she folds your Pantera shirts wrong. Just looking at him makes we want me want to give up on my life as well.,Disrespectful
11/10/2020 16:06:15,"It looks like you got all your facial hair from a shower drain. The shower drain of the girls locker room. Smells it intensely then hugs it loving to their chest before putting super glue on their upper lip and pressing the hair on, only to lick it occasionally when no one is looking.",Disrespectful
11/10/2020 16:06:57,"“Piss, cigarettes, stale farts, and axe body spray”
If this is not already the name of a county song, somebody get on that stat! Just string together some of the comments here and toss it over a slow country waltz in E minor.
Dibs washboard and spoons!
Call dibs on your instrument below if you want in on the band:",Disrespectful
11/10/2020 16:07:51,This chick isn't fuckable even on my drunkest day. Won’t have any problems with No Nut November if this is your options. The inner shame and self degradation of that nut would lead anyone to suicide. ,Disrespectful
11/10/2020 16:08:27,Looks like a 35 year old woman who pays for a brutal meth habit by growing surrogate moustaches for 13 year old Indian boys. I represent Hilary Swank and would like to speak with you immediately,Disrespectful
11/10/2020 16:09:03,You look like a background character in a Seth Rogan movie that never made it to the screen so you’ve gone into a depression and stopped accepting calls from your parents and when they come to visit you lock the door and pretend you’re not home but it’s their basement and they have a key for the lock and they open the door and find your weed and your masterbation station and all the pee you’ve been saving in Mountain Dew bottles and they’re “seriously concerned” but after a few minutes they’re really just disappointed and a few weeks later they tell you you have to move out. Then they redo the basement into a home theater where they spend many quality hours without you,Disrespectful
11/12/2020 20:39:46,"And imagine acquiring a new language and only learning the words to describe a wonderful world, refusing to know the words for a bleak one and in doing so linguistically shaping the world that you inhabit.",Optimistic
11/12/2020 20:40:15,"Another world is not only possible, she is on her way. On a quiet day, I can hear her breathing.",Optimistic
11/12/2020 20:40:34,"Be fanatically positive and militantly optimistic. If something is not to your liking, change your liking.",Optimistic
